Country Name,Series Name,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Mexico,Tax payments (number),27,27,27,27,6,6,6,6,6,6,6,6
Mexico,Time required to build a warehouse (days),152,152,152,152,152,154,99,87,91.4,91.4,91.4,86.4
Mexico,Time required to connect to electricity (days),..,..,..,..,302,149,149,130,107.9,107.9,107.9,100.4
Mexico,Time required to enforce a contract (days),415,415,415,415,415,415,415,415,389,389,389,340.7
Mexico,Time required to register property (days),75,75,75,75,75,75,75,75,66.2,65.3,65.3,42.1
Mexico,Time required to start a business - Women (days),31.5,9.5,9,10.5,9.5,8.5,8.5,8.5,8.4,8.4,8.4,8.4
Mexico,Time required to start a business (days),31.5,9.5,9,10.5,9.5,8.5,8.5,8.5,8.4,8.4,8.4,8.4
Mexico,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,8,8,8
Mexico,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,18,18,18
Mexico,Time to prepare and pay taxes (hours),560,560,485,548.9,516.5,404,347,337,334,334,286,286
Mexico,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,1.8,1.8,1.8,1.8
Mexico,Total tax rate (% of profit),55.7,53.1,52.3,51.5,51,50.5,52.7,52.5,51.7,51.8,51.9,52
Mexico,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,400,400,400
Mexico,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,450,450,450
Mexico,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,20,20,20
Mexico,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,44,44,44
Moldova,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,12,12,12
Moldova,Cost – Women (% of income per capita),14.6,13.3,11.5,8.9,7,7.9,6.5,5.7,5.4,4.6,4.3,6.2
Moldova,Cost to build a warehouse (% of income per capita),2.8,2.4,1.9,1.8,1.5,1.6,0.8,0.7,0.6,0.8,0.7,0.7
Moldova,Cost to enforce a contract (% of claim),16.6,16.6,16.6,16.6,20.9,20.9,28.6,28.6,28.6,28.6,28.6,28.6
Moldova,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,44,44,44
Moldova,Cost to get electricity (% of income per capita),..,..,..,..,1389.7,1458,1210.1,1078.7,1011.9,864.6,778.3,738.4
Moldova,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Moldova,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,41,41,41
Moldova,Cost to register property (% of property value),0.8,1.4,1.3,1.3,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Moldova,Cost to start a business (% of income per capita),14.6,13.3,11.5,8.9,7,7.9,6.5,5.7,5.4,4.6,4.3,6.2
Moldova,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,8,8,8,8
Moldova,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Moldova,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,0,6,6,6
Moldova,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,47,44
Moldova,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,8,8,8,8
Moldova,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,6.3,6.3,6.3,6.3
Moldova,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,7,7,7,7
Moldova,Extent of director liability index (0 to 10),2,2,2,2,2,2,2,4,4,4,4,4
Moldova,Extent of disclosure index (0 to 10),7,7,7,7,7,7,7,7,7,7,7,7
Moldova,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,6.3,6.3,6.3,6.3
Moldova,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,7,7,7,7
Moldova,Labor tax and contributions (%),..,..,..,..,..,..,..,..,30.6,30.2,30.8,31.1
Moldova,Minimum paid-in capital required to start a business (% of income per capita),22,18.8,14.6,13.4,11.4,11.9,9.9,8.7,8.1,0,0,0
Moldova,Other taxes (%),..,..,..,..,..,..,..,..,..,0.2,0.2,0.2
Moldova,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,0,0,0,0,0,0
Moldova,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,91.4,91.4
Moldova,Private credit bureau coverage (% of adults),0,0,0,0,0,0,3,3.9,4.5,8.8,10.8,11.4
Moldova,Procedures required to build a warehouse (number),26,26,26,26,26,26,27,27,27,27,27,27
Moldova,Procedures required to connect to electricity (number),..,..,..,..,8,7,7,7,7,7,7,6
Moldova,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Moldova,Procedures required to register property (number),6,6,6,6,5,5,5,5,5,5,5,5
Moldova,Procedures required to start a business - Women (number),11,11,10,10,9,9,8,8,7,6,5,5
Moldova,Procedures required to start a business (number),11,11,10,10,9,9,8,8,7,6,5,5
Moldova,Profit tax (%),47.5,45.5,42.5,42,31,30.4,30.8,30.8,39.7,39.4,39.9,40.4
Moldova,Public credit registry coverage (% of adults),0,0,0,0,0,0,0,0,0,0,0,0
Moldova,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,22,22,22
Moldova,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,7,7,7
Moldova,Resolving Insolvency: cost (% of estate),9,9,9,9,9,9,9,9,9,15,15,15
Moldova,Resolving Insolvency: recovery rate (cents on the dollar),27.3,29.4,28.8,28.6,28.6,28.2,31.3,32,32.8,29.4,30.4,28.1
Moldova,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,6.3,6.3,6.3,6.3
Moldova,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,12,12,12,12
Moldova,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,6.3,6.3,6.3,6.3
Moldova,Tax payments (number),53,53,53,53,49,49,49,49,32,21,21,10
Moldova,Time required to build a warehouse (days),307,307,307,307,307,307,276,276,276,276,276,276
Moldova,Time required to connect to electricity (days),..,..,..,..,120,113,113,113,113,113,113,87
Moldova,Time required to enforce a contract (days),365,365,365,365,365,365,352,327,567,567,585,585
Moldova,Time required to register property (days),49,49,49,49,6,6,6,5.5,5.5,5.5,5.5,5.5
Moldova,Time required to start a business - Women (days),30,31,23,16,10,10,9,9,7,7,6,6
Moldova,Time required to start a business (days),30,31,23,16,10,10,9,9,7,7,6,6
Moldova,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,48,48,48
Moldova,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,2,2,2
Moldova,Time to prepare and pay taxes (hours),234,232,234,234,228,228,228,220,181,185,186,181
Moldova,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,2.8,2.8,2.8
Moldova,Total tax rate (% of profit),47.5,45.5,42.5,42,31,30.4,30.8,30.8,39.7,39.4,39.9,40.4
Moldova,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,76,76,76
Moldova,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,83,83,83
Moldova,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,3,3,3
Moldova,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,3,3,4
Mongolia,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,14,14,14
Mongolia,Cost – Women (% of income per capita),9.6,7.9,6.6,4,3,3.2,2.9,2.4,1.5,1.2,1.5,1.5
Mongolia,Cost to build a warehouse (% of income per capita),2.6,2.1,1.8,1.1,0.8,0.9,0.7,0.6,0.1,0.1,0.1,0.1
Mongolia,Cost to enforce a contract (% of claim),30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6
Mongolia,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,64,64,64
Mongolia,Cost to get electricity (% of income per capita),..,..,..,..,1258.8,1298.4,1107.5,982.7,719.9,600.6,520.3,579.1
Mongolia,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,83,83,83
Mongolia,Cost to register property (% of property value),2.3,2.2,2.2,2.1,2.1,2.2,2.1,2.1,2.1,2.1,2.1,2.1
Mongolia,Cost to start a business (% of income per capita),9.6,7.9,6.6,4,3,3.2,2.9,2.4,1.5,1.2,1.5,1.5
Mongolia,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,5,5,5,5
Mongolia,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,6,6,7,7
Mongolia,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,62,64
Mongolia,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,7,7,7,7
Mongolia,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,6.7,7,7,7
Mongolia,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,8,8,8,8
Mongolia,Extent of director liability index (0 to 10),8,8,8,8,8,8,8,8,8,8,8,8
Mongolia,Extent of disclosure index (0 to 10),4,4,4,4,4,4,4,5,5,6,6,6
Mongolia,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,6.7,6.7,6.7,6.7
Mongolia,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,4,4,4,4
Mongolia,Labor tax and contributions (%),..,..,..,..,..,..,..,..,12.4,12.4,12.4,12.4
Mongolia,Minimum paid-in capital required to start a business (% of income per capita),140.2,115.3,96.3,58.5,44,46.8,36,0,0,0,0,0
Mongolia,Other taxes (%),..,..,..,..,..,..,..,..,..,2,2,2
Mongolia,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,0,0,0,0,0,0
Mongolia,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,78.7,78.7
Mongolia,Private credit bureau coverage (% of adults),0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,Procedures required to build a warehouse (number),20,20,20,20,20,19,19,19,17,17,17,17
Mongolia,Procedures required to connect to electricity (number),..,..,..,..,8,8,8,8,8,8,8,8
Mongolia,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,Procedures required to register property (number),5,5,5,5,5,5,5,5,5,5,5,5
Mongolia,Procedures required to start a business - Women (number),7,7,7,7,7,7,7,7,5,5,5,5
Mongolia,Procedures required to start a business (number),7,7,7,7,7,7,7,7,5,5,5,5
Mongolia,Profit tax (%),40,40,40,33.9,24.4,24.7,24.7,24.9,24.5,24.7,24.7,24.7
Mongolia,Public credit registry coverage (% of adults),4.7,10.2,10.8,22.7,22.2,19.2,51.4,58.9,58.3,32.7,40.5,42.2
Mongolia,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,15,15,14.5
Mongolia,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,3,3,3
Mongolia,Resolving Insolvency: cost (% of estate),15,15,15,15,15,15,15,15,15,15,15,15
Mongolia,Resolving Insolvency: recovery rate (cents on the dollar),14.2,15,16.8,18.4,18.4,16.6,17.6,18.9,18,17.8,17.4,17.1
Mongolia,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,6.7,6.7,6.7,6.7
Mongolia,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,11,11,11,11
Mongolia,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,6.7,6.8,6.8,6.8
Mongolia,Tax payments (number),41,41,41,41,41,41,41,41,41,41,41,19
Mongolia,Time required to build a warehouse (days),220,220,220,219,220,205,205,183,137,137,137,137
Mongolia,Time required to connect to electricity (days),..,..,..,..,126,126,126,101,79,79,79,79
Mongolia,Time required to enforce a contract (days),314,314,314,314,314,314,314,314,374,374,374,374
Mongolia,Time required to register property (days),11,11,11,11,11,10.5,10.5,10.5,10.5,10.5,10.5,10.5
Mongolia,Time required to start a business - Women (days),13,13,13,13,13,13,13,12,11,11,6,6
Mongolia,Time required to start a business (days),13,13,13,13,13,13,13,12,11,11,6,6
Mongolia,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,168,168,168
Mongolia,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,115,115,115
Mongolia,Time to prepare and pay taxes (hours),204,204,204,204,192,192,192,192,192,148,148,148
Mongolia,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,4,4,4
Mongolia,Total tax rate (% of profit),40,40,40,33.9,24.4,24.7,24.7,24.9,24.5,24.7,24.7,24.7
Mongolia,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,191,191,191
Mongolia,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,210,210,210
Mongolia,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,62,62,62
Mongolia,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,48,48,48
Montenegro,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,12,12,12
Montenegro,Cost – Women (% of income per capita),..,7.1,6.5,4.6,2.8,2.1,2,1.7,1.7,1.8,1.6,1.5
Montenegro,Cost to build a warehouse (% of income per capita),..,35.4,30,21.3,24.5,29,28.5,23.2,23.2,12.2,11.9,11.3
Montenegro,Cost to enforce a contract (% of claim),..,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
Montenegro,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,67,67,67
Montenegro,Cost to get electricity (% of income per capita),..,..,..,..,485.1,542.8,533.4,500.8,498,478,464.8,440.5
Montenegro,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Montenegro,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,100,100,100
Montenegro,Cost to register property (% of property value),..,2.4,2.4,3.3,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1
Montenegro,Cost to start a business (% of income per capita),..,7.1,6.5,4.6,2.8,2.1,2,1.7,1.7,1.8,1.6,1.5
Montenegro,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,12,12,12,12
Montenegro,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Montenegro,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,5,5,5,5
Montenegro,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,48,51
Montenegro,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,6,6,6,6
Montenegro,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,6.3,6.3,6.3,6.3
Montenegro,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,9,9,9,9
Montenegro,Extent of director liability index (0 to 10),..,8,8,8,8,8,8,8,8,8,8,8
Montenegro,Extent of disclosure index (0 to 10),..,5,5,5,5,5,5,5,5,5,5,5
Montenegro,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,6.3,6.3,6.3,6.3
Montenegro,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,6,6,6,6
Montenegro,Labor tax and contributions (%),..,..,..,..,..,..,..,..,12.8,12.8,12.8,13.3
Montenegro,Minimum paid-in capital required to start a business (% of income per capita),..,0,0,0,0,0,0,0,0,0,0,0
Montenegro,Other taxes (%),..,..,..,..,..,..,..,..,..,0.7,0.7,0.7
Montenegro,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,0,0,0,0,0,0
Montenegro,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,85.5,85.5
Montenegro,Private credit bureau coverage (% of adults),..,0,0,0,0,0,0,0,0,0,0,0
Montenegro,Procedures required to build a warehouse (number),..,14,14,14,13,13,13,12,8,8,8,8
Montenegro,Procedures required to connect to electricity (number),..,..,..,..,7,7,7,7,7,7,7,7
Montenegro,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Montenegro,Procedures required to register property (number),..,7,7,7,7,7,7,7,6,6,6,6
Montenegro,Procedures required to start a business - Women (number),..,13,13,13,11,7,6,6,6,6,6,6
Montenegro,Procedures required to start a business (number),..,13,13,13,11,7,6,6,6,6,6,6
Montenegro,Profit tax (%),..,33.2,33.2,33.8,30.1,29.2,24.6,21.8,21.6,21.8,21.8,22.2
Montenegro,Public credit registry coverage (% of adults),..,0,0,26.3,27.6,26.7,26.4,25.2,25.2,26,26.4,30.8
Montenegro,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,17.5,17.5,17.5
Montenegro,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,0,0,0
Montenegro,Resolving Insolvency: cost (% of estate),..,8,8,8,8,8,8,8,8,8,8,8
Montenegro,Resolving Insolvency: recovery rate (cents on the dollar),..,41.8,42.8,43.7,43.7,43.4,43.3,48.2,48.3,48.4,48.3,48.6
Montenegro,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,6.3,6.3,6.3,6.3
Montenegro,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,13.5,13.5,13.5,13.5
Montenegro,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,6.3,6.3,6.3,6.3
Montenegro,Tax payments (number),..,89,89,89,89,77,42,40,40,40,29,18
Montenegro,Time required to build a warehouse (days),..,195,195,226,229,229,229,227,167,167,152,152
Montenegro,Time required to connect to electricity (days),..,..,..,..,142,142,142,142,142,142,142,142
Montenegro,Time required to enforce a contract (days),..,545,545,545,545,545,545,545,545,545,545,545
Montenegro,Time required to register property (days),..,70,70,70,70,70,70,70,69,69,69,69
Montenegro,Time required to start a business - Women (days),..,24,24,21,12,10,10,10,10,10,10,10
Montenegro,Time required to start a business (days),..,24,24,21,12,10,10,10,10,10,10,10
Montenegro,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,5,5,5
Montenegro,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,10,10,10
Montenegro,Time to prepare and pay taxes (hours),..,372,372,372,372,372,372,320,320,320,314,300
Montenegro,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,1.4,1.4,1.4
Montenegro,Total tax rate (% of profit),..,33.2,33.2,33.8,30.1,29.2,24.6,21.8,21.6,21.8,21.8,22.2
Montenegro,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,158,158,158
Montenegro,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,306,306,306
Montenegro,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,8,8,8
Montenegro,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,23,23,23
Morocco,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,13,13,13
Morocco,Cost – Women (% of income per capita),13.4,12.7,13.6,12,10.8,10.3,10,9.6,9.5,9.2,9.1,7.9
Morocco,Cost to build a warehouse (% of income per capita),6.4,6.2,5.6,4.9,4.5,4.3,4.1,3.9,3.9,3.7,3.7,3.5
Morocco,Cost to enforce a contract (% of claim),25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2
Morocco,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,107,107,107
Morocco,Cost to get electricity (% of income per capita),..,..,..,..,1827.5,2250.7,2137.7,2079.8,2045,1974.5,1898.7,1770.2
Morocco,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Morocco,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,116,116,116
Morocco,Cost to register property (% of property value),7.5,5.2,4.9,4.9,4.9,4.9,4.9,5.9,5.9,5.9,5.9,5.9
Morocco,Cost to start a business (% of income per capita),13.4,12.7,13.6,12,10.8,10.3,10,9.6,9.5,9.2,9.1,7.9
Morocco,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,2,2,2,2
Morocco,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Morocco,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,6,6,6,7
Morocco,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,68,68
Morocco,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,6,6,6,6
Morocco,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,4.7,4.7,4.7,5.7
Morocco,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,5,5,5,6
Morocco,Extent of director liability index (0 to 10),2,2,2,2,2,2,2,2,2,2,2,2
Morocco,Extent of disclosure index (0 to 10),5,5,5,5,5,6,6,6,6,6,6,9
Morocco,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,4.3,4.3,4.3,5
Morocco,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,5,5,5,5
Morocco,Labor tax and contributions (%),..,..,..,..,..,..,..,..,22.7,22.2,22.3,22.6
Morocco,Minimum paid-in capital required to start a business (% of income per capita),70,66.7,15,13.1,11.8,11.2,10.7,0,0,0,0,0
Morocco,Other taxes (%),..,..,..,..,..,..,..,..,..,1.4,1.4,1.4
Morocco,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,0,0,0,0,0,0
Morocco,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,97.7,97.7
Morocco,Private credit bureau coverage (% of adults),0,0,0,0,14,9.9,14.6,17.2,19.6,21.1,23.4,24.6
Morocco,Procedures required to build a warehouse (number),13,13,13,13,13,13,12,12,12,12,13,13
Morocco,Procedures required to connect to electricity (number),..,..,..,..,5,5,5,5,5,5,5,5
Morocco,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Morocco,Procedures required to register property (number),6,6,9,9,9,9,9,9,9,9,6,6
Morocco,Procedures required to start a business - Women (number),6,6,6,6,6,6,6,6,5,5,4,4
Morocco,Procedures required to start a business (number),6,6,6,6,6,6,6,6,5,5,4,4
Morocco,Profit tax (%),51.7,51.7,52.9,52.9,49.4,49.7,49.7,49.7,48.8,49,49.1,49.3
Morocco,Public credit registry coverage (% of adults),2,2.3,2.3,2.4,0,0,0,0,0,0,0,0
Morocco,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,14,14,14
Morocco,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,7,7,7
Morocco,Resolving Insolvency: cost (% of estate),18,18,18,18,18,18,18,18,18,18,18,18
Morocco,Resolving Insolvency: recovery rate (cents on the dollar),35.1,35.1,35.3,35.1,35.1,28,27.9,23.6,27.9,27.9,28.1,28.1
Morocco,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,4.3,4.3,4.3,5
Morocco,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,6,6,6,6
Morocco,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,4.5,4.5,4.5,5.3
Morocco,Tax payments (number),28,28,28,28,28,28,17,17,6,6,6,6
Morocco,Time required to build a warehouse (days),115,115,105,105,105,105,94,94,94,94,91,88.5
Morocco,Time required to connect to electricity (days),..,..,..,..,62,62,62,62,62,62,49,49
Morocco,Time required to enforce a contract (days),510,510,510,510,510,510,510,510,510,510,510,510
Morocco,Time required to register property (days),78,78,77,77,77,77,77,77,62,42,32,22
Morocco,Time required to start a business - Women (days),12,12,12,12,12,12,12,12,11,11,10,9.5
Morocco,Time required to start a business (days),12,12,12,12,12,12,12,12,11,11,10,9.5
Morocco,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,27,26,26
Morocco,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,29,26,26
Morocco,Time to prepare and pay taxes (hours),358,358,358,358,358,358,238,238,232,232,211,211
Morocco,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,3.5,3.5,3.5
Morocco,Total tax rate (% of profit),51.7,51.7,52.9,52.9,49.4,49.7,49.7,49.7,48.8,49,49.1,49.3
Morocco,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,156,156,156
Morocco,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,228,228,228
Morocco,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,19,19,19
Morocco,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,132,132,106
Mozambique,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,11,11,11
Mozambique,Cost – Women (% of income per capita),95,85.7,10.1,12.6,11,18.5,15.9,15.3,14.6,13.5,15.1,18
Mozambique,Cost to build a warehouse (% of income per capita),8.7,7.5,6.3,6.6,5.6,5.1,4.3,3.8,4.4,4,3.7,3.5
Mozambique,Cost to enforce a contract (% of claim),142.5,142.5,142.5,119,119,119,119,119,119,119,119,119
Mozambique,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,220,220,220
Mozambique,Cost to get electricity (% of income per capita),..,..,..,..,3180.9,2693.2,2805.7,2607.1,2801.1,2433,2276.6,2509
Mozambique,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,171,171,171
Mozambique,Cost to register property (% of property value),4.1,5.2,8.1,8.4,7.6,6.8,6.2,5.8,5.7,5.5,5.3,5.4
Mozambique,Cost to start a business (% of income per capita),95,85.7,10.1,12.6,11,18.5,15.9,15.3,14.6,13.5,15.1,18
Mozambique,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,1,1,1,1
Mozambique,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,0,4,4,4
Mozambique,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,134,137
Mozambique,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,7,7,7,7
Mozambique,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,5.3,5.3,5.3,5.3
Mozambique,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,1,1,1,1
Mozambique,Extent of director liability index (0 to 10),2,2,4,4,4,4,4,4,4,4,4,4
Mozambique,Extent of disclosure index (0 to 10),5,5,5,5,5,5,5,5,5,5,5,5
Mozambique,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,3.3,3.3,3.3,3.3
Mozambique,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,6,6,6,6
Mozambique,Labor tax and contributions (%),..,..,..,..,..,..,..,..,4.5,4.5,4.5,4.5
Mozambique,Minimum paid-in capital required to start a business (% of income per capita),12,10.4,11.6,12.2,0,0,0,0,0,0,0,0
Mozambique,Other taxes (%),..,..,..,..,..,..,..,..,..,0.8,0.8,0.8
Mozambique,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,0,0,0,0,0,0
Mozambique,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,62.5,62.5
Mozambique,Private credit bureau coverage (% of adults),0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Procedures required to build a warehouse (number),10,10,10,10,10,10,10,10,10,10,10,10
Mozambique,Procedures required to connect to electricity (number),..,..,..,..,5,5,7,7,7,7,7,7
Mozambique,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,Procedures required to register property (number),8,8,8,8,8,8,8,8,8,6,6,6
Mozambique,Procedures required to start a business - Women (number),15,14,11,11,11,10,10,10,10,10,10,10
Mozambique,Procedures required to start a business (number),15,14,11,11,11,10,10,10,10,10,10,10
Mozambique,Profit tax (%),37,37,37,37,37,37,37,37,36.1,36.1,36.1,36.1
